CWE-ID,Description,CVE
113,"Multiple HTTP Response Splitting vulnerabilities in (1) toggleshow.php, (2) togglecats.php, and (3) showprofile.php in Infopop UBB.Threads before 6.5.2 Beta allow remote attackers to spoof web content and poison web caches via CRLF (""%0d%0a"") sequences in the Cat parameter.",CVE-2005-2060
113,"HTTP response splitting vulnerability in language_select.asp in ASP Nuke 0.80 allows remote attackers to spoof web content and poison web caches via CRLF (""%0d%0a"") sequences in the LangCode parameter.",CVE-2005-2065
113,"CRLF injection vulnerability in calendar.php in DCP-Portal 5.3.2 and earlier allows remote attackers to conduct HTTP response splitting attacks to spoof web content and poison web caches via CRLF (""%0d%0a"") sequences in the PHPSESSID parameter.",CVE-2004-2512
113,"Multiple HTTP Response Splitting vulnerabilities in osCommerce 2.2 Milestone 2 and earlier allow remote attackers to spoof web content and poison web caches via hex-encoded CRLF (""%0d%0a"") sequences in the (1) products_id or (2) pid parameter to index.php or (3) goto parameter to banner.php.",CVE-2005-1951
113,CRLF injection vulnerability in down.asp for Snitz Forums 2000 3.4.04 allows remote attackers to perform HTTP Response Splitting attacks to modify expected HTML content from the server via the location parameter.,CVE-2004-1687
115,"Product sees dangerous file extension in free text of a group discussion, disconnects all users.",CVE-2005-2225
115,Product does not correctly import and process security settings from another product.,CVE-2001-0003
115,"Microsoft MSN Messenger allows remote attackers to cause a denial of service via a plaintext message containing the "".pif"" string, which is interpreted as a malicious file extension and causes users to be kicked from a group conversation.  NOTE: it has been reported that Gaim is also affected, so this may be an issue in the protocol or MSN servers.",CVE-2005-2225
115,"Web Extender Client (WEC) in Microsoft Office 2000, Windows 2000, and Windows Me does not properly process Internet Explorer security settings for NTLM authentication, which allows attackers to obtain NTLM credentials and possibly obtain the password, aka the ""Web Client NTLM Authentication"" vulnerability.",CVE-2001-0003
116,OS command injection in backup software using shell metacharacters in a filename; correct behavior would require that this filename could not be changed.,CVE-2008-4636
116,"Web application does not set the charset when sending a page to a browser, allowing for XSS exploitation when a browser chooses an unexpected encoding.",CVE-2008-0769
116,"Program does not set the charset when sending a page to a browser, allowing for XSS exploitation when a browser chooses an unexpected encoding.",CVE-2008-0005
116,"SQL injection via password parameter; a strong password might contain ""&""",CVE-2008-5573
116,"Cross-site scripting in chat application via a message subject, which normally might contain ""&"" and other XSS-related characters.",CVE-2008-3773
116,"Cross-site scripting in chat application via a message, which normally might be allowed to contain arbitrary content.",CVE-2008-0757
116,yast2-backup 2.14.2 through 2.16.6 on SUSE Linux and Novell Linux allows local users to gain privileges via shell metacharacters in filenames used by the backup process.,CVE-2008-4636
116,"Cross-site scripting (XSS) vulnerability in Livelink ECM 9.0.0 through 9.7.0 and possibly earlier does not set the charset, which allows remote attackers to inject arbitrary web script or HTML via UTF-7 encoded input.",CVE-2008-0769
116,"mod_proxy_ftp in Apache 2.2.x before 2.2.7-dev, 2.0.x before 2.0.62-dev, and 1.3.x before 1.3.40-dev does not define a charset, which allows remote attackers to conduct cross-site scripting (XSS) attacks using UTF-7 encoding.",CVE-2008-0005
116,SQL injection vulnerability in the login feature in Poll Pro 2.0 allows remote attackers to execute arbitrary SQL commands via the (1) Password and (2) username parameters.,CVE-2008-5573
116,"Cross-site scripting (XSS) vulnerability in vBulletin 3.7.2 PL1 and 3.6.10 PL3, when ""Show New Private Message Notification Pop-Up"" is enabled, allows remote authenticated users to inject arbitrary web script or HTML via a private message subject (aka newpm[title]).",CVE-2008-3773
116,"Cross-site scripting (XSS) vulnerability in index.php in MercuryBoard 1.1.5 allows remote attackers to inject arbitrary web script or HTML via the message parameter (aka the message text area), which leads to an injection in the messenger during private message (PM) preview. NOTE: some of these details are obtained from third party information.",CVE-2008-0757
117,Chain: inject fake log entries with fake timestamps using CRLF injection,CVE-2006-4624
117,CRLF injection vulnerability in Utils.py in Mailman before 2.1.9rc1 allows remote attackers to spoof messages in the error log and possibly trick the administrator into visiting malicious URLs via CRLF sequences in the URI.,CVE-2006-4624
119,Classic stack-based buffer overflow in media player using a long entry in a playlist,CVE-2009-2550
119,Heap-based buffer overflow in media player using a long entry in a playlist,CVE-2009-2403
119,large precision value in a format string triggers overflow,CVE-2009-0689
119,negative offset value leads to out-of-bounds read,CVE-2009-0690
119,"malformed inputs cause accesses of uninitialized or previously-deleted objects, leading to memory corruption",CVE-2009-1532
119,chain: lack of synchronization leads to memory corruption,CVE-2009-1528
119,attacker-controlled array index leads to code execution,CVE-2009-0558
119,"chain: -1 value from a function call was intended to indicate an error, but is used as an array index instead.",CVE-2009-0269
119,chain: incorrect calculations lead to incorrect pointer dereference and memory corruption,CVE-2009-0566
119,product accepts crafted messages that lead to a dereference of an arbitrary pointer,CVE-2009-1350
119,chain: malformed input causes dereference of uninitialized memory,CVE-2009-0191
119,"OS kernel trusts userland-supplied length value, allowing reading of sensitive information",CVE-2008-4113
119,buffer overflow involving a regular expression with a large number of captures,CVE-2003-0542
119,chain: unchecked message size metadata allows integer overflow (CWE-190) leading to buffer overflow (CWE-119).,CVE-2017-1000121
119,"The sctp_getsockopt_hmac_ident function in net/sctp/socket.c in the Stream Control Transmission Protocol (sctp) implementation in the Linux kernel before 2.6.26.4, when the SCTP-AUTH extension is enabled, relies on an untrusted length value to limit copying of data from kernel memory, which allows local users to obtain sensitive information via a crafted SCTP_HMAC_IDENT IOCTL request involving the sctp_getsockopt function.",CVE-2008-4113
119,Multiple stack-based buffer overflows in (1) mod_alias and (2) mod_rewrite for Apache before 1.3.29 allow attackers to create configuration files to cause a denial of service (crash) or execute arbitrary code via a regular expression with more than 9 captures.,CVE-2003-0542
1191,"chain: JTAG interface is not disabled (CWE-1191) during ROM code execution, introducing a race condition (CWE-362) to extract encryption keys",CVE-2019-18827
120,buffer overflow using command with long argument,CVE-2000-1094
120,buffer overflow in local program using long environment variable,CVE-1999-0046
120,"buffer overflow in comment characters, when product increments a counter for a "">"" but does not decrement for ""<""",CVE-2002-1337
120,"By replacing a valid cookie value with an extremely long string of characters, an attacker may overflow the application's buffers.",CVE-2003-0595
120,"By replacing a valid cookie value with an extremely long string of characters, an attacker may overflow the application's buffers.",CVE-2001-0191
120,"Buffer overflow in AOL Instant Messenger (AIM) before 4.3.2229 allows remote attackers to execute arbitrary commands via a ""buddyicon"" command with a long ""src"" argument.",CVE-2000-1094
120,Buffer overflow of rlogin program using TERM environmental variable.,CVE-1999-0046
120,"Buffer overflow in Sendmail 5.79 to 8.12.7 allows remote attackers to execute arbitrary code via certain formatted address fields, related to sender and recipient header comments as processed by the crackaddr function of headers.c.",CVE-2002-1337
120,Buffer overflow in WiTango Application Server and Tango 2000 allows remote attackers to execute arbitrary code via a long cookie to Witango_UserReference.,CVE-2003-0595
120,"gnuserv before 3.12, as shipped with XEmacs, does not properly check the specified length of an X Windows MIT-MAGIC-COOKIE cookie, which allows remote attackers to execute arbitrary commands via a buffer overflow, or brute force authentication by using a short cookie length.",CVE-2001-0191
122,"Chain: integer signedness error (CWE-195) passes signed comparison, leading to heap overflow (CWE-122)",CVE-2007-4268
122,"Chain: product does not handle when an input string is not NULL terminated (CWE-170), leading to buffer over-read (CWE-125) or heap-based buffer overflow (CWE-122).",CVE-2009-2523
122,"Integer signedness error in the Networking component in Apple Mac OS X 10.4 through 10.4.10 allows local users to execute arbitrary code via a crafted AppleTalk message with a negative value, which satisfies a signed comparison during mbuf allocation but is later interpreted as an unsigned value, which triggers a heap-based buffer overflow.",CVE-2007-4268
1236,Low privileged user can trigger CSV injection through a contact form field value,CVE-2019-12134
1236,Cloud management product allows arbitrary command execution via CSV injection,CVE-2019-4521
1236,CSV injection in content management system via formula code in a first or last name,CVE-2019-17661
124,Unchecked length of SSLv2 challenge value leads to buffer underflow.,CVE-2002-2227
124,"Buffer underflow from a small size value with a large buffer (length parameter inconsistency, CWE-130)",CVE-2007-4580
124,"Buffer underflow from an all-whitespace string, which causes a counter to be decremented before the buffer while looking for a non-whitespace character.",CVE-2007-1584
124,Buffer underflow resultant from encoded data that triggers an integer overflow.,CVE-2007-0886
124,"Product sets an incorrect buffer size limit, leading to ""off-by-two"" buffer underflow.",CVE-2006-6171
124,"Negative value is used in a memcpy() operation, leading to buffer underflow.",CVE-2006-4024
124,Buffer underflow due to mishandled special characters,CVE-2004-2620
124,Buffer underflow in ssldump 0.9b2 and earlier allows remote attackers to cause a denial of service (memory corruption) via a crafted SSLv2 challenge value.,CVE-2002-2227
124,Buffer underflow in redlight.sys in BufferZone 2.1 and 2.5 allows local users to cause a denial of service (crash) and possibly execute arbitrary code by sending a small buffer size value to the FsSetVolumeInformation IOCTL handler code with a FsSetDirectoryInformation subcode containing a large buffer.,CVE-2007-4580
124,"Buffer underflow in the header function in PHP 5.2.0 allows context-dependent attackers to execute arbitrary code by passing an all-whitespace string to this function, which causes it to write '\0' characters in whitespace that precedes the string.",CVE-2007-1584
124,"Heap-based buffer underflow in axigen 1.2.6 through 2.0.0b1 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via certain base64-encoded data on the pop3 port (110/tcp), which triggers an integer overflow.",CVE-2007-0886
124,"** DISPUTED **  ProFTPD 1.3.0a and earlier does not properly set the buffer size limit when CommandBufferSize is specified in the configuration file, which leads to an off-by-two buffer underflow.  NOTE: in November 2006, the role of CommandBufferSize was originally associated with CVE-2006-5815, but this was an error stemming from a vague initial disclosure.  NOTE: ProFTPD developers dispute this issue, saying that the relevant memory location is overwritten by assignment before further use within the affected function, so this is not a vulnerability.",CVE-2006-6171
124,"The FESTAHES_Load function in pce/hes.c in Festalon 0.5.0 through 0.5.5 allows user-assisted attackers to cause a denial of service (crash) and possibly execute arbitrary code via a negative LoadAddr value in a HES file, which is used as an offset in a memcpy operation and leads to a buffer underflow.",CVE-2006-4024
124,"The MIMEH_read_headers function in ripMIME 1.3.1.0 does not properly handle trailing ""\r"" and ""\n"" characters in headers, which leads to a buffer underflow.",CVE-2004-2620
1244,JTAG access is disabled after ROM code execution.  This means that JTAG access is possible when the system is running code from ROM before transferring control over to embedded firmware.  This allows an attacker to modify boot flow and successfully bypass secure-boot process.,CVE-2019-18827
1247,Lack of anti-glitch protections allows an attacker to launch physical attack to bypass secure boot and read protected eFuses.,CVE-2019-17391
125,"Chain: product does not handle when an input string is not NULL terminated (CWE-170), leading to buffer over-read (CWE-125) or heap-based buffer overflow (CWE-122).",CVE-2009-2523
125,out-of-bounds read due to improper length check,CVE-2004-0112
125,packet with large number of specified elements cause out-of-bounds read.,CVE-2004-0183
125,packet with large number of specified elements cause out-of-bounds read.,CVE-2004-0221
125,"out-of-bounds read, resultant from integer underflow",CVE-2004-0184
125,large length value causes out-of-bounds read,CVE-2004-1940
125,malformed image causes out-of-bounds read,CVE-2004-0421
125,"Chain: ""Heartbleed"" bug receives an inconsistent length parameter (CWE-130) enabling an out-of-bounds read (CWE-126), returning memory that could include private cryptographic keys and other sensitive data.",CVE-2014-0160
125,"The SSL/TLS handshaking code in OpenSSL 0.9.7a, 0.9.7b, and 0.9.7c, when using Kerberos ciphersuites, does not properly check the length of Kerberos tickets during a handshake, which allows remote attackers to cause a denial of service (crash) via a crafted SSL/TLS handshake that causes an out-of-bounds read.",CVE-2004-0112
125,"TCPDUMP 3.8.1 and earlier allows remote attackers to cause a denial of service (crash) via ISAKMP packets containing a Delete payload with a large number of SPI's, which causes an out-of-bounds read, as demonstrated by the Striker ISAKMP Protocol Test Suite.",CVE-2004-0183
125,"isakmpd in OpenBSD 3.4 and earlier allows remote attackers to cause a denial of service (crash) via an ISAKMP packet with a delete payload containing a large number of SPIs, which triggers an out-of-bounds read error, as demonstrated by the Striker ISAKMP Protocol Test Suite.",CVE-2004-0221
125,"Integer underflow in the isakmp_id_print for TCPDUMP 3.8.1 and earlier allows remote attackers to cause a denial of service (crash) via an ISAKMP packet with an Identification payload with a length that becomes less than 8 during byte order conversion, which causes an out-of-bounds read, as demonstrated by the Striker ISAKMP Protocol Test Suite.",CVE-2004-0184
125,sipclient.cpp in KPhone 4.0.1 and earlier allows remote attackers to cause a denial of service (crash) via a STUN response packet with a large attrLen value that causes an out-of-bounds read.,CVE-2004-1940
125,The Portable Network Graphics library (libpng) 1.0.15 and earlier allows attackers to cause a denial of service (crash) via a malformed PNG image file that triggers an error that causes an out-of-bounds read when creating the error message.,CVE-2004-0421
126,"Chain: ""Heartbleed"" bug receives an inconsistent length parameter (CWE-130) enabling an out-of-bounds read (CWE-126), returning memory that could include private cryptographic keys and other sensitive data.",CVE-2014-0160
126,"Chain: product does not handle when an input string is not NULL terminated, leading to buffer over-read or heap-based buffer overflow.",CVE-2009-2523
129,large ID in packet used as array index,CVE-2005-0369
129,negative array index as argument to POP LIST command,CVE-2001-1009
129,Integer signedness error leads to negative array index,CVE-2003-0721
129,"product does not properly track a count and a maximum number, which can lead to resultant array index overflow.",CVE-2004-1189
129,Chain: device driver for packet-capturing software allows access to an unintended IOCTL with resultant array index error.,CVE-2007-5756
129,Chain: array index error (CWE-129) leads to deadlock (CWE-833),CVE-2005-2456
129,"Armagetron 0.2.6.0 and earlier and Armagetron Advanced 0.2.7.0 earlier allows remote attackers to cause a denial of service (application crash) via a packet with a large (1) descriptor ID or (2) claim_id, which exceeds the boundaries of an array.",CVE-2005-0369
129,Fetchmail (aka fetchmail-ssl) before 5.8.17 allows a remote malicious (1) IMAP server or (2) POP/POP3 server to overwrite arbitrary memory and possibly gain privileges via a negative index number as part of a response to a LIST request.,CVE-2001-1009
129,Integer signedness error in rfc2231_get_param from strings.c in PINE before 4.58 allows remote attackers to execute arbitrary code via an email that causes an out-of-bounds array access using a negative number.,CVE-2003-0721
129,"The add_to_history function in svr_principal.c in libkadm5srv for MIT Kerberos 5 (krb5) up to 1.3.5, when performing a password change, does not properly track the password policy's history count and the maximum number of keys, which can cause an array index out-of-bounds error and may allow authenticated users to execute arbitrary code via a heap-based buffer overflow.",CVE-2004-1189
129,"Multiple array index errors in the bpf_filter_init function in NPF.SYS in WinPcap before 4.0.2, when run in monitor mode (aka Table Management Extensions or TME), and as used in Wireshark and possibly other products, allow local users to gain privileges via crafted IOCTL requests.",CVE-2007-5756
129,"Array index overflow in the xfrm_sk_policy_insert function in xfrm_user.c in Linux kernel 2.6 allows local users to cause a denial of service (oops or deadlock) and possibly execute arbitrary code via a p->dir value that is larger than XFRM_POLICY_OUT, which is used as an index in the sock->sk_policy array.",CVE-2005-2456
130,"Chain: ""Heartbleed"" bug receives an inconsistent length parameter (CWE-130) enabling an out-of-bounds read (CWE-126), returning memory that could include private cryptographic keys and other sensitive data.",CVE-2014-0160
130,Web application firewall consumes excessive memory when an HTTP request contains a large Content-Length value but no POST data.,CVE-2009-2299
130,"Buffer overflow in internal string handling routine allows remote attackers to execute arbitrary commands via a length argument of zero or less, which disables the length check.",CVE-2001-0825
130,"Web server allows remote attackers to cause a denial of service via an HTTP request with a content-length value that is larger than the size of the request, which prevents server from timing out the connection.",CVE-2001-1186
130,"Service does not properly check the specified length of a cookie, which allows remote attackers to execute arbitrary commands via a buffer overflow, or brute force authentication by using a short cookie length.",CVE-2001-0191
130,"Traffic analyzer allows remote attackers to cause a denial of service and possibly execute arbitrary code via invalid IPv4 or IPv6 prefix lengths, possibly triggering a buffer overflow.",CVE-2003-0429
130,Chat client allows remote attackers to cause a denial of service or execute arbitrary commands via a JPEG image containing a comment with an illegal field length of 1.,CVE-2000-0655
130,Server allows remote attackers to cause a denial of service and possibly execute arbitrary code via a negative Content-Length HTTP header field causing a heap-based buffer overflow.,CVE-2004-0492
130,Help program allows remote attackers to execute arbitrary commands via a heap-based buffer overflow caused by a .CHM file with a large length field,CVE-2004-0201
130,"Name services does not properly validate the length of certain packets, which allows attackers to cause a denial of service and possibly execute arbitrary code. Can overlap zero-length issues",CVE-2003-0825
130,Policy manager allows remote attackers to cause a denial of service (memory consumption and crash) and possibly execute arbitrary code via an HTTP POST request with an invalid Content-Length value.,CVE-2004-0095
130,Heap-based buffer overflow in library allows remote attackers to execute arbitrary code via a modified record length field in an SSLv2 client hello message.,CVE-2004-0826
130,"When domain logons are enabled, server allows remote attackers to cause a denial of service via a SAM_UAS_CHANGE request with a length value that is larger than the number of structures that are provided.",CVE-2004-0808
130,"Multiple SSH2 servers and clients do not properly handle packets or data elements with incorrect length specifiers, which may allow remote attackers to cause a denial of service or possibly execute arbitrary code.",CVE-2002-1357
130,Server allows remote attackers to cause a denial of service (CPU and memory exhaustion) via a POST request with a Content-Length header set to -1.,CVE-2004-0774
130,Multiple buffer overflows in xml library that may allow remote attackers to execute arbitrary code via long URLs.,CVE-2004-0989
130,"Application does not properly validate the length of a value that is saved in a session file, which allows remote attackers to execute arbitrary code via a malicious session file (.ht), web site, or Telnet URL contained in an e-mail message, triggering a buffer overflow.",CVE-2004-0568
130,"Server allows remote attackers to cause a denial of service via a remote password array with an invalid length, which triggers a heap-based buffer overflow.",CVE-2003-0327
130,Product allows remote attackers to cause a denial of service and possibly execute arbitrary code via an SMB packet that specifies a smaller buffer length than is required.,CVE-2003-0345
130,Server allows remote attackers to execute arbitrary code via a LoginExt packet for a Cleartext Password User Authentication Method (UAM) request with a PathName argument that includes an AFPName type string that is longer than the associated length field.,CVE-2004-0430
130,PDF viewer allows remote attackers to execute arbitrary code via a PDF file with a large /Encrypt /Length keyLength value.,CVE-2005-0064
130,"SVN client trusts the length field of SVN protocol URL strings, which allows remote attackers to cause a denial of service and possibly execute arbitrary code via an integer overflow that leads to a heap-based buffer overflow.",CVE-2004-0413
130,Is effectively an accidental double increment of a counter that prevents a length check conditional from exiting a loop.,CVE-2004-0940
130,Length field of a request not verified.,CVE-2002-1235
130,Buffer overflow by modifying a length value.,CVE-2005-3184
130,Length field inconsistency crashes cell phone.,SECUNIA:18747
130,"Buffer overflow in internal string handling routines of xinetd before 2.1.8.8 allows remote attackers to execute arbitrary commands via a length argument of zero or less, which disables the length check.",CVE-2001-0825
130,"Microsoft IIS 5.0 allows remote attackers to cause a denial of service via an HTTP request with a content-length value that is larger than the size of the request, which prevents IIS from timing out the connection.",CVE-2001-1186
130,"gnuserv before 3.12, as shipped with XEmacs, does not properly check the specified length of an X Windows MIT-MAGIC-COOKIE cookie, which allows remote attackers to execute arbitrary commands via a buffer overflow, or brute force authentication by using a short cookie length.",CVE-2001-0191
130,"The OSI dissector in Ethereal 0.9.12 and earlier allows remote attackers to cause a denial of service and possibly execute arbitrary code via invalid IPv4 or IPv6 prefix lengths, possibly triggering a buffer overflow.",CVE-2003-0429
130,Netscape Communicator 4.73 and earlier allows remote attackers to cause a denial of service or execute arbitrary commands via a JPEG image containing a comment with an illegal field length of 1.,CVE-2000-0655
130,"Heap-based buffer overflow in proxy_util.c for mod_proxy in Apache 1.3.25 to 1.3.31 allows remote attackers to cause a denial of service (process crash) and possibly execute arbitrary code via a negative Content-Length HTTP header field, which causes a large amount of data to be copied.",CVE-2004-0492
130,"Heap-based buffer overflow in the HtmlHelp program (hh.exe) in HTML Help for Microsoft Windows 98, Me, NT 4.0, 2000, XP, and Server 2003 allows remote attackers to execute arbitrary commands via a .CHM file with a large length field, a different vulnerability than CVE-2003-1041.",CVE-2004-0201
130,"The Windows Internet Naming Service (WINS) for Microsoft Windows Server 2003, and possibly Windows NT and Server 2000, does not properly validate the length of certain packets, which allows attackers to cause a denial of service and possibly execute arbitrary code.",CVE-2003-0825
130,"McAfee ePolicy Orchestrator agent allows remote attackers to cause a denial of service (memory consumption and crash) and possibly execute arbitrary code via an HTTP POST request with an invalid Content-Length value, possibly triggering a buffer overflow.",CVE-2004-0095
130,Heap-based buffer overflow in Netscape Network Security Services (NSS) library allows remote attackers to execute arbitrary code via a modified record length field in an SSLv2 client hello message.,CVE-2004-0826
130,"The process_logon_packet function in the nmbd server for Samba 3.0.6 and earlier, when domain logons are enabled, allows remote attackers to cause a denial of service via a SAM_UAS_CHANGE request with a length value that is larger than the number of structures that are provided.",CVE-2004-0808
130,"Multiple SSH2 servers and clients do not properly handle packets or data elements with incorrect length specifiers, which may allow remote attackers to cause a denial of service or possibly execute arbitrary code, as demonstrated by the SSHredder SSH protocol test suite.",CVE-2002-1357
130,RealNetworks Helix Universal Server 9.0.2 for Linux and 9.0.3 for Windows allows remote attackers to cause a denial of service (CPU and memory exhaustion) via a POST request with a Content-Length header set to -1.,CVE-2004-0774
130,"Multiple buffer overflows in libXML 2.6.12 and 2.6.13 (libxml2), and possibly other versions, may allow remote attackers to execute arbitrary code via (1) a long FTP URL that is not properly handled by the xmlNanoFTPScanURL function, (2) a long proxy URL containing FTP data that is not properly handled by the xmlNanoFTPScanProxy function, and other overflows related to manipulation of DNS length values, including (3) xmlNanoFTPConnect, (4) xmlNanoHTTPConnectHost, and (5) xmlNanoHTTPConnectHost.",CVE-2004-0989
130,"HyperTerminal application for Windows NT 4.0, Windows 2000, Windows XP, and Windows Server 2003 does not properly validate the length of a value that is saved in a session file, which allows remote attackers to execute arbitrary code via a malicious HyperTerminal session file (.ht), web site, or Telnet URL contained in an e-mail message, triggering a buffer overflow.",CVE-2004-0568
130,"Sybase Adaptive Server Enterprise (ASE) 12.5 allows remote attackers to cause a denial of service (hang) via a remote password array with an invalid length, which triggers a heap-based buffer overflow.",CVE-2003-0327
130,"Buffer overflow in the SMB capability for Microsoft Windows XP, 2000, and NT allows remote attackers to cause a denial of service and possibly execute arbitrary code via an SMB packet that specifies a smaller buffer length than is required.",CVE-2003-0345
130,Stack-based buffer overflow in AppleFileServer for Mac OS X 10.3.3 and earlier allows remote attackers to execute arbitrary code via a LoginExt packet for a Cleartext Password User Authentication Method (UAM) request with a PathName argument that includes an AFPName type string that is longer than the associated length field.,CVE-2004-0430
130,Buffer overflow in the Decrypt::makeFileKey2 function in Decrypt.cc for xpdf 3.00 and earlier allows remote attackers to execute arbitrary code via a PDF file with a large /Encrypt /Length keyLength value.,CVE-2005-0064
130,"libsvn_ra_svn in Subversion 1.0.4 trusts the length field of (1) svn://, (2) svn+ssh://, and (3) other svn protocol URL strings, which allows remote attackers to cause a denial of service (memory consumption) and possibly execute arbitrary code via an integer overflow that leads to a heap-based buffer overflow.",CVE-2004-0413
130,Buffer overflow in the get_tag function in mod_include for Apache 1.3.x to 1.3.32 allows local users who can create SSI documents to execute arbitrary code as the apache user via SSI (XSSI) documents that trigger a length calculation error.,CVE-2004-0940
130,"The kadm_ser_in function in (1) the Kerberos v4compatibility administration daemon (kadmind4) in the MIT Kerberos 5 (krb5) krb5-1.2.6 and earlier, (2) kadmind in KTH Kerberos 4 (eBones) before 1.2.1, and (3) kadmind in KTH Kerberos 5 (Heimdal) before 0.5.1 when compiled with Kerberos 4 support, does not properly verify the length field of a request, which allows remote attackers to execute arbitrary code via a buffer overflow attack.",CVE-2002-1235
130,Buffer overflow vulnerability in the unicode_to_bytes in the Service Location Protocol (srvloc) dissector (packet-srvloc.c) in Ethereal allows remote attackers to execute arbitrary code via a srvloc packet with a modified length value.,CVE-2005-3184
131,substitution overflow: buffer overflow using environment variables that are expanded after the length check is performed,CVE-2004-1363
131,substitution overflow: buffer overflow using expansion of environment variables,CVE-2004-0747
131,substitution overflow: buffer overflow using a large number of substitution strings,CVE-2005-2103
131,"transformation overflow: product adds extra escape characters to incoming data, but does not account for them in the buffer length",CVE-2005-3120
131,"transformation overflow: buffer overflow when expanding "">"" to ""&gt;"", etc.",CVE-2003-0899
131,expansion overflow: buffer overflow using wildcards,CVE-2001-0334
131,expansion overflow: long pathname + glob = overflow,CVE-2001-0248
131,expansion overflow: long pathname + glob = overflow,CVE-2001-0249
131,special characters in argument are not properly expanded,CVE-2002-0184
131,small length value leads to heap overflow,CVE-2004-0434
131,multiple variants,CVE-2002-1347
131,"needs closer investigation, but probably expansion-based",CVE-2005-0490
131,"needs closer investigation, but probably expansion-based",CVE-2004-0940
131,"Chain: Language interpreter calculates wrong buffer size (CWE-131) by using ""size = ptr ? X : Y"" instead of ""size = (ptr ? X : Y)"" expression.",CVE-2008-0599
131,"Buffer overflow in extproc in Oracle 10g allows remote attackers to execute arbitrary code via environment variables in the library name, which are expanded after the length check is performed.",CVE-2004-1363
131,Buffer overflow in Apache 2.0.50 and earlier allows local users to gain apache privileges via a .htaccess file that causes the overflow during expansion of environment variables.,CVE-2004-0747
